term,draw_time,draw_result,front_numbers,back_numbers
11132,2011-11-11 21:30:00,"02,08,11,13,16,22,26|29","['02', '08', '11', '13', '16', '22', '26']",['29']
11131,2011-11-09 21:30:00,"03,07,12,26,27,28,29|21","['03', '07', '12', '26', '27', '28', '29']",['21']
11130,2011-11-07 21:30:00,"01,03,13,18,21,23,25|06","['01', '03', '13', '18', '21', '23', '25']",['06']
11129,2011-11-04 21:30:00,"04,13,17,22,28,29,30|11","['04', '13', '17', '22', '28', '29', '30']",['11']
11128,2011-11-02 21:30:00,"03,06,07,09,11,12,19|04","['03', '06', '07', '09', '11', '12', '19']",['04']
11127,2011-10-31 21:30:09,"06,10,13,18,19,20,23|09","['06', '10', '13', '18', '19', '20', '23']",['09']
11126,2011-10-28 21:30:53,"02,07,08,17,19,21,29|27","['02', '07', '08', '17', '19', '21', '29']",['27']
11125,2011-10-26 21:30:41,"06,11,20,21,23,24,30|27","['06', '11', '20', '21', '23', '24', '30']",['27']
11124,2011-10-24 21:30:44,"02,06,10,12,14,20,27|19","['02', '06', '10', '12', '14', '20', '27']",['19']
11123,2011-10-21 21:30:55,"07,11,16,18,20,22,26|09","['07', '11', '16', '18', '20', '22', '26']",['09']
11122,2011-10-19 21:30:00,"02,06,14,16,20,24,27|11","['02', '06', '14', '16', '20', '24', '27']",['11']
11121,2011-10-17 21:30:00,"05,08,15,25,27,28,30|21","['05', '08', '15', '25', '27', '28', '30']",['21']
11120,2011-10-14 21:30:00,"03,05,07,15,20,26,30|06","['03', '05', '07', '15', '20', '26', '30']",['06']
11119,2011-10-12 21:30:00,"03,08,12,19,20,25,26|09","['03', '08', '12', '19', '20', '25', '26']",['09']
11118,2011-10-10 21:30:00,"06,16,18,23,24,27,30|07","['06', '16', '18', '23', '24', '27', '30']",['07']
11117,2011-10-07 21:30:00,"12,14,15,19,22,25,27|09","['12', '14', '15', '19', '22', '25', '27']",['09']
11116,2011-10-05 21:30:00,"02,03,08,15,16,23,25|13","['02', '03', '08', '15', '16', '23', '25']",['13']
11115,2011-10-03 21:30:00,"02,05,06,12,19,29,30|21","['02', '05', '06', '12', '19', '29', '30']",['21']
11114,2011-09-30 21:30:00,"04,09,10,11,18,27,30|21","['04', '09', '10', '11', '18', '27', '30']",['21']
11113,2011-09-28 21:30:00,"04,07,08,12,15,22,27|20","['04', '07', '08', '12', '15', '22', '27']",['20']
11112,2011-09-26 21:30:00,"02,09,10,11,14,22,25|04","['02', '09', '10', '11', '14', '22', '25']",['04']
11111,2011-09-23 21:30:00,"02,03,06,07,21,27,30|24","['02', '03', '06', '07', '21', '27', '30']",['24']
11110,2011-09-21 21:30:00,"02,06,14,16,22,23,30|13","['02', '06', '14', '16', '22', '23', '30']",['13']
11109,2011-09-19 21:30:00,"02,04,09,20,21,24,29|27","['02', '04', '09', '20', '21', '24', '29']",['27']
11108,2011-09-16 21:30:00,"01,07,11,13,17,23,24|25","['01', '07', '11', '13', '17', '23', '24']",['25']
11107,2011-09-14 21:30:00,"03,04,09,10,13,25,27|30","['03', '04', '09', '10', '13', '25', '27']",['30']
11106,2011-09-12 21:30:00,"06,10,16,23,25,27,30|03","['06', '10', '16', '23', '25', '27', '30']",['03']
11105,2011-09-09 21:30:00,"04,05,10,15,23,26,30|24","['04', '05', '10', '15', '23', '26', '30']",['24']
11104,2011-09-07 21:30:00,"01,03,18,20,25,29,30|14","['01', '03', '18', '20', '25', '29', '30']",['14']
11103,2011-09-05 21:30:00,"01,02,11,16,23,27,29|04","['01', '02', '11', '16', '23', '27', '29']",['04']
11102,2011-09-02 21:30:00,"01,04,07,08,16,17,30|29","['01', '04', '07', '08', '16', '17', '30']",['29']
11101,2011-08-31 21:30:00,"07,11,17,18,26,27,30|13","['07', '11', '17', '18', '26', '27', '30']",['13']
11100,2011-08-29 21:30:00,"04,07,13,14,16,18,25|06","['04', '07', '13', '14', '16', '18', '25']",['06']
11099,2011-08-26 21:30:00,"11,15,16,23,26,27,29|28","['11', '15', '16', '23', '26', '27', '29']",['28']
11098,2011-08-24 21:30:00,"06,12,18,19,23,27,30|07","['06', '12', '18', '19', '23', '27', '30']",['07']
11097,2011-08-22 21:30:00,"10,11,15,16,21,27,29|20","['10', '11', '15', '16', '21', '27', '29']",['20']
11096,2011-08-19 21:30:00,"01,09,13,16,22,24,27|14","['01', '09', '13', '16', '22', '24', '27']",['14']
11095,2011-08-17 21:30:00,"07,10,13,16,18,19,27|29","['07', '10', '13', '16', '18', '19', '27']",['29']
11094,2011-08-15 21:30:00,"05,07,08,16,17,28,30|12","['05', '07', '08', '16', '17', '28', '30']",['12']
11093,2011-08-12 21:30:00,"07,08,10,13,14,22,23|02","['07', '08', '10', '13', '14', '22', '23']",['02']
11092,2011-08-10 21:30:00,"02,08,09,14,20,25,28|01","['02', '08', '09', '14', '20', '25', '28']",['01']
11091,2011-08-08 21:30:00,"06,13,15,20,25,27,30|23","['06', '13', '15', '20', '25', '27', '30']",['23']
11090,2011-08-05 21:30:00,"02,04,06,09,10,20,28|17","['02', '04', '06', '09', '10', '20', '28']",['17']
11089,2011-08-03 21:30:00,"12,13,18,24,25,27,28|06","['12', '13', '18', '24', '25', '27', '28']",['06']
11088,2011-08-01 21:30:00,"03,04,10,12,15,24,29|17","['03', '04', '10', '12', '15', '24', '29']",['17']
11087,2011-07-29 21:30:00,"09,16,18,19,22,24,30|27","['09', '16', '18', '19', '22', '24', '30']",['27']
11086,2011-07-27 21:30:00,"02,05,12,18,21,24,27|13","['02', '05', '12', '18', '21', '24', '27']",['13']
11085,2011-07-25 21:30:00,"01,07,12,22,24,27,29|15","['01', '07', '12', '22', '24', '27', '29']",['15']
11084,2011-07-22 21:30:00,"02,05,09,14,16,21,22|08","['02', '05', '09', '14', '16', '21', '22']",['08']
11083,2011-07-20 21:30:00,"03,06,11,16,17,22,23|25","['03', '06', '11', '16', '17', '22', '23']",['25']
11082,2011-07-18 21:30:00,"09,16,17,19,20,21,29|13","['09', '16', '17', '19', '20', '21', '29']",['13']
11081,2011-07-15 21:30:00,"04,05,06,07,15,16,25|12","['04', '05', '06', '07', '15', '16', '25']",['12']
11080,2011-07-13 21:30:00,"02,03,05,18,21,22,29|11","['02', '03', '05', '18', '21', '22', '29']",['11']
11079,2011-07-11 21:30:00,"05,14,16,19,20,26,28|27","['05', '14', '16', '19', '20', '26', '28']",['27']
11078,2011-07-08 21:30:00,"05,07,15,17,21,23,26|20","['05', '07', '15', '17', '21', '23', '26']",['20']
11077,2011-07-06 21:30:00,"06,13,14,15,23,24,27|25","['06', '13', '14', '15', '23', '24', '27']",['25']
11076,2011-07-04 21:30:00,"01,05,10,18,24,25,29|02","['01', '05', '10', '18', '24', '25', '29']",['02']
11075,2011-07-01 21:30:00,"06,09,12,19,21,25,27|20","['06', '09', '12', '19', '21', '25', '27']",['20']
11074,2011-06-29 21:30:00,"01,03,16,17,18,20,25|04","['01', '03', '16', '17', '18', '20', '25']",['04']
11073,2011-06-27 21:30:00,"04,05,14,21,23,24,27|08","['04', '05', '14', '21', '23', '24', '27']",['08']
11072,2011-06-24 21:30:00,"02,03,06,14,15,21,26|13","['02', '03', '06', '14', '15', '21', '26']",['13']
11071,2011-06-22 21:30:00,"04,13,14,23,24,25,27|19","['04', '13', '14', '23', '24', '25', '27']",['19']
11070,2011-06-20 21:30:00,"05,11,12,14,19,20,28|01","['05', '11', '12', '14', '19', '20', '28']",['01']
11069,2011-06-17 21:30:00,"05,07,09,16,17,21,25|02","['05', '07', '09', '16', '17', '21', '25']",['02']
11068,2011-06-15 21:30:00,"03,09,13,14,17,23,24|22","['03', '09', '13', '14', '17', '23', '24']",['22']
11067,2011-06-13 21:30:00,"04,13,15,16,22,24,28|05","['04', '13', '15', '16', '22', '24', '28']",['05']
11066,2011-06-10 21:30:00,"02,06,07,12,15,20,25|08","['02', '06', '07', '12', '15', '20', '25']",['08']
11065,2011-06-08 21:30:00,"03,11,21,23,24,25,26|20","['03', '11', '21', '23', '24', '25', '26']",['20']
11064,2011-06-06 21:30:00,"09,19,20,21,24,26,30|15","['09', '19', '20', '21', '24', '26', '30']",['15']
11063,2011-06-03 21:30:00,"01,05,16,17,18,26,28|15","['01', '05', '16', '17', '18', '26', '28']",['15']
11062,2011-06-01 21:30:00,"12,14,15,18,20,21,27|16","['12', '14', '15', '18', '20', '21', '27']",['16']
11061,2011-05-30 21:30:00,"05,08,10,15,18,25,30|12","['05', '08', '10', '15', '18', '25', '30']",['12']
11060,2011-05-27 21:30:00,"01,03,04,07,08,19,25|09","['01', '03', '04', '07', '08', '19', '25']",['09']
11059,2011-05-25 21:30:00,"05,11,17,20,21,22,30|25","['05', '11', '17', '20', '21', '22', '30']",['25']
11058,2011-05-23 21:30:00,"01,02,04,14,19,22,25|08","['01', '02', '04', '14', '19', '22', '25']",['08']
11057,2011-05-20 21:30:00,"02,03,05,16,17,19,23|20","['02', '03', '05', '16', '17', '19', '23']",['20']
11056,2011-05-18 21:30:00,"05,14,17,18,21,24,27|20","['05', '14', '17', '18', '21', '24', '27']",['20']
11055,2011-05-16 21:30:00,"03,06,07,10,14,18,21|16","['03', '06', '07', '10', '14', '18', '21']",['16']
11054,2011-05-13 21:30:00,"02,09,10,11,12,21,27|17","['02', '09', '10', '11', '12', '21', '27']",['17']
11053,2011-05-11 21:30:00,"02,10,11,13,26,27,30|18","['02', '10', '11', '13', '26', '27', '30']",['18']
11052,2011-05-09 21:30:00,"01,04,17,19,24,25,29|06","['01', '04', '17', '19', '24', '25', '29']",['06']
11051,2011-05-06 21:30:00,"06,09,13,17,21,22,26|05","['06', '09', '13', '17', '21', '22', '26']",['05']
11050,2011-05-04 21:30:00,"14,15,18,23,26,27,29|09","['14', '15', '18', '23', '26', '27', '29']",['09']
11049,2011-05-02 21:30:00,"05,09,11,12,15,23,29|17","['05', '09', '11', '12', '15', '23', '29']",['17']
11048,2011-04-29 21:30:00,"02,10,12,15,21,23,28|03","['02', '10', '12', '15', '21', '23', '28']",['03']
11047,2011-04-27 21:30:00,"05,09,11,16,18,19,29|26","['05', '09', '11', '16', '18', '19', '29']",['26']
11046,2011-04-25 21:30:00,"09,13,14,16,18,26,27|20","['09', '13', '14', '16', '18', '26', '27']",['20']
11045,2011-04-22 21:30:00,"05,06,09,12,17,20,21|01","['05', '06', '09', '12', '17', '20', '21']",['01']
11044,2011-04-20 21:30:00,"11,14,16,23,25,27,29|12","['11', '14', '16', '23', '25', '27', '29']",['12']
11043,2011-04-18 21:30:00,"01,09,12,13,20,27,29|24","['01', '09', '12', '13', '20', '27', '29']",['24']
11042,2011-04-15 21:30:00,"07,09,10,12,18,21,25|14","['07', '09', '10', '12', '18', '21', '25']",['14']
11041,2011-04-13 21:30:00,"02,05,08,13,18,19,21|10","['02', '05', '08', '13', '18', '19', '21']",['10']
11040,2011-04-11 21:30:00,"06,10,11,12,15,27,30|08","['06', '10', '11', '12', '15', '27', '30']",['08']
11039,2011-04-08 21:30:00,"01,02,06,12,13,21,30|19","['01', '02', '06', '12', '13', '21', '30']",['19']
11038,2011-04-06 21:30:00,"01,09,15,16,17,26,29|30","['01', '09', '15', '16', '17', '26', '29']",['30']
11037,2011-04-04 21:30:00,"02,10,14,16,18,20,25|01","['02', '10', '14', '16', '18', '20', '25']",['01']
11036,2011-04-01 21:30:00,"02,04,05,08,14,19,25|12","['02', '04', '05', '08', '14', '19', '25']",['12']
11035,2011-03-30 21:30:00,"01,11,21,25,28,29,30|05","['01', '11', '21', '25', '28', '29', '30']",['05']
11034,2011-03-28 21:30:00,"02,09,13,14,18,26,29|03","['02', '09', '13', '14', '18', '26', '29']",['03']
11033,2011-03-25 21:30:00,"04,08,18,20,28,29,30|27","['04', '08', '18', '20', '28', '29', '30']",['27']
11032,2011-03-23 21:30:00,"16,17,19,21,24,25,29|14","['16', '17', '19', '21', '24', '25', '29']",['14']
11031,2011-03-21 21:30:00,"03,04,10,12,13,21,24|26","['03', '04', '10', '12', '13', '21', '24']",['26']
11030,2011-03-18 21:30:00,"01,02,08,12,14,20,28|21","['01', '02', '08', '12', '14', '20', '28']",['21']
11029,2011-03-16 21:30:00,"10,15,17,20,25,26,28|04","['10', '15', '17', '20', '25', '26', '28']",['04']
11028,2011-03-14 21:30:00,"03,04,07,17,19,20,28|11","['03', '04', '07', '17', '19', '20', '28']",['11']
11027,2011-03-11 21:30:00,"02,05,13,21,25,26,29|09","['02', '05', '13', '21', '25', '26', '29']",['09']
11026,2011-03-09 21:30:00,"02,04,05,06,08,21,24|14","['02', '04', '05', '06', '08', '21', '24']",['14']
11025,2011-03-07 21:30:00,"04,07,09,11,16,21,28|14","['04', '07', '09', '11', '16', '21', '28']",['14']
11024,2011-03-04 21:30:00,"02,03,06,07,12,22,30|05","['02', '03', '06', '07', '12', '22', '30']",['05']
11023,2011-03-02 21:30:00,"03,11,15,20,22,25,28|16","['03', '11', '15', '20', '22', '25', '28']",['16']
11022,2011-02-28 21:30:00,"01,05,06,20,23,27,29|04","['01', '05', '06', '20', '23', '27', '29']",['04']
11021,2011-02-25 21:30:00,"03,11,15,22,23,27,30|21","['03', '11', '15', '22', '23', '27', '30']",['21']
11020,2011-02-23 21:30:00,"02,04,05,10,13,26,29|20","['02', '04', '05', '10', '13', '26', '29']",['20']
11019,2011-02-21 21:30:00,"01,03,05,06,14,16,21|29","['01', '03', '05', '06', '14', '16', '21']",['29']
11018,2011-02-18 21:30:00,"03,13,16,17,22,24,29|19","['03', '13', '16', '17', '22', '24', '29']",['19']
11017,2011-02-16 21:30:00,"04,08,11,12,14,26,28|27","['04', '08', '11', '12', '14', '26', '28']",['27']
11016,2011-02-14 21:30:00,"02,04,12,20,21,25,28|29","['02', '04', '12', '20', '21', '25', '28']",['29']
11015,2011-02-11 21:30:00,"01,02,06,07,09,17,18|19","['01', '02', '06', '07', '09', '17', '18']",['19']
11014,2011-02-09 21:30:00,"02,04,07,12,17,21,29|09","['02', '04', '07', '12', '17', '21', '29']",['09']
11013,2011-01-31 21:30:00,"07,11,12,13,20,21,27|03","['07', '11', '12', '13', '20', '21', '27']",['03']
11012,2011-01-28 21:30:00,"06,09,11,15,18,23,29|27","['06', '09', '11', '15', '18', '23', '29']",['27']
11011,2011-01-26 21:30:00,"10,13,15,18,25,26,27|22","['10', '13', '15', '18', '25', '26', '27']",['22']
11010,2011-01-24 21:30:00,"05,06,17,22,25,26,28|01","['05', '06', '17', '22', '25', '26', '28']",['01']
11009,2011-01-21 21:30:00,"04,06,09,13,15,18,27|12","['04', '06', '09', '13', '15', '18', '27']",['12']
11008,2011-01-19 21:30:00,"01,03,08,09,10,13,29|06","['01', '03', '08', '09', '10', '13', '29']",['06']
11007,2011-01-17 21:30:00,"01,06,15,16,22,25,26|17","['01', '06', '15', '16', '22', '25', '26']",['17']
11006,2011-01-14 21:30:00,"02,10,15,16,20,24,25|22","['02', '10', '15', '16', '20', '24', '25']",['22']
11005,2011-01-12 21:30:00,"01,07,08,09,19,21,29|12","['01', '07', '08', '09', '19', '21', '29']",['12']
11004,2011-01-10 21:30:00,"04,10,12,13,14,20,30|19","['04', '10', '12', '13', '14', '20', '30']",['19']
11003,2011-01-07 21:30:00,"08,13,20,21,22,25,30|07","['08', '13', '20', '21', '22', '25', '30']",['07']
11002,2011-01-05 21:30:00,"04,09,14,18,20,25,26|24","['04', '09', '14', '18', '20', '25', '26']",['24']
11001,2011-01-03 21:30:00,"13,16,17,19,21,26,27|01","['13', '16', '17', '19', '21', '26', '27']",['01']
10154,2010-12-31 21:30:00,"03,04,07,16,20,25,26|27","['03', '04', '07', '16', '20', '25', '26']",['27']
10153,2010-12-29 21:30:00,"04,05,11,20,23,26,27|19","['04', '05', '11', '20', '23', '26', '27']",['19']
10152,2010-12-27 21:30:00,"06,07,11,12,14,24,28|21","['06', '07', '11', '12', '14', '24', '28']",['21']
10151,2010-12-24 21:30:00,"02,07,08,10,15,23,24|13","['02', '07', '08', '10', '15', '23', '24']",['13']
10150,2010-12-22 21:30:00,"09,15,19,25,26,27,29|22","['09', '15', '19', '25', '26', '27', '29']",['22']
10149,2010-12-20 21:30:00,"01,02,13,18,27,28,30|29","['01', '02', '13', '18', '27', '28', '30']",['29']
10148,2010-12-17 21:30:00,"01,03,06,10,13,19,29|11","['01', '03', '06', '10', '13', '19', '29']",['11']
10147,2010-12-15 21:30:00,"01,19,20,26,27,28,30|05","['01', '19', '20', '26', '27', '28', '30']",['05']
10146,2010-12-13 21:30:00,"07,15,24,26,27,29,30|06","['07', '15', '24', '26', '27', '29', '30']",['06']
10145,2010-12-10 21:30:00,"01,17,18,23,26,28,30|09","['01', '17', '18', '23', '26', '28', '30']",['09']
10144,2010-12-08 21:30:00,"02,04,10,13,20,23,24|08","['02', '04', '10', '13', '20', '23', '24']",['08']
10143,2010-12-06 21:30:00,"03,07,08,14,21,29,30|06","['03', '07', '08', '14', '21', '29', '30']",['06']
10142,2010-12-03 21:30:00,"01,16,17,19,20,26,27|29","['01', '16', '17', '19', '20', '26', '27']",['29']
10141,2010-12-01 21:30:00,"03,11,16,21,24,26,27|25","['03', '11', '16', '21', '24', '26', '27']",['25']
10140,2010-11-29 21:30:00,"06,07,08,18,19,21,22|12","['06', '07', '08', '18', '19', '21', '22']",['12']
10139,2010-11-26 21:30:00,"01,05,07,08,10,14,30|27","['01', '05', '07', '08', '10', '14', '30']",['27']
10138,2010-11-24 21:30:00,"01,06,08,13,16,22,28|23","['01', '06', '08', '13', '16', '22', '28']",['23']
10137,2010-11-22 21:30:00,"03,07,09,15,16,20,24|18","['03', '07', '09', '15', '16', '20', '24']",['18']
10136,2010-11-19 21:30:00,"02,06,13,17,22,23,27|12","['02', '06', '13', '17', '22', '23', '27']",['12']
10135,2010-11-17 21:30:00,"01,09,10,14,18,23,24|21","['01', '09', '10', '14', '18', '23', '24']",['21']
10134,2010-11-15 21:30:00,"07,15,16,20,24,29,30|26","['07', '15', '16', '20', '24', '29', '30']",['26']
10133,2010-11-12 21:30:00,"01,02,03,10,18,27,30|14","['01', '02', '03', '10', '18', '27', '30']",['14']
10132,2010-11-10 21:30:00,"04,10,12,16,24,29,30|05","['04', '10', '12', '16', '24', '29', '30']",['05']
10131,2010-11-08 21:30:00,"05,09,11,21,23,27,30|18","['05', '09', '11', '21', '23', '27', '30']",['18']
10130,2010-11-05 21:30:00,"03,08,09,17,22,25,26|15","['03', '08', '09', '17', '22', '25', '26']",['15']
10129,2010-11-03 21:30:00,"01,06,07,08,13,20,25|14","['01', '06', '07', '08', '13', '20', '25']",['14']
10128,2010-11-01 21:30:00,"01,07,14,16,18,23,25|11","['01', '07', '14', '16', '18', '23', '25']",['11']
10127,2010-10-29 21:30:00,"11,12,25,26,28,29,30|16","['11', '12', '25', '26', '28', '29', '30']",['16']
10126,2010-10-27 21:30:00,"05,12,14,15,16,21,27|23","['05', '12', '14', '15', '16', '21', '27']",['23']
10125,2010-10-25 21:30:00,"04,06,12,16,25,27,30|08","['04', '06', '12', '16', '25', '27', '30']",['08']
10124,2010-10-22 21:30:00,"02,09,10,13,15,21,27|05","['02', '09', '10', '13', '15', '21', '27']",['05']
10123,2010-10-20 21:30:00,"01,05,11,12,15,16,29|27","['01', '05', '11', '12', '15', '16', '29']",['27']
10122,2010-10-18 21:30:00,"03,07,12,18,21,23,25|06","['03', '07', '12', '18', '21', '23', '25']",['06']
10121,2010-10-15 21:30:00,"04,06,18,20,21,24,25|14","['04', '06', '18', '20', '21', '24', '25']",['14']
10120,2010-10-13 21:30:00,"04,05,11,23,24,25,27|19","['04', '05', '11', '23', '24', '25', '27']",['19']
10119,2010-10-11 21:30:00,"01,09,10,13,19,22,28|29","['01', '09', '10', '13', '19', '22', '28']",['29']
10118,2010-10-08 21:30:00,"01,03,05,08,12,15,29|22","['01', '03', '05', '08', '12', '15', '29']",['22']
10117,2010-10-06 21:30:00,"08,10,16,18,19,25,27|13","['08', '10', '16', '18', '19', '25', '27']",['13']
10116,2010-10-04 21:30:00,"01,02,05,17,21,22,25|27","['01', '02', '05', '17', '21', '22', '25']",['27']
10115,2010-10-01 21:30:00,"03,11,15,19,21,24,26|30","['03', '11', '15', '19', '21', '24', '26']",['30']
10114,2010-09-29 21:30:00,"01,10,12,13,19,23,29|27","['01', '10', '12', '13', '19', '23', '29']",['27']
10113,2010-09-27 21:30:00,"02,03,13,15,19,26,27|17","['02', '03', '13', '15', '19', '26', '27']",['17']
10112,2010-09-24 21:30:00,"04,18,19,20,23,24,29|14","['04', '18', '19', '20', '23', '24', '29']",['14']
10111,2010-09-22 21:30:00,"02,03,10,18,24,27,29|22","['02', '03', '10', '18', '24', '27', '29']",['22']
10110,2010-09-20 21:30:00,"02,06,19,23,26,29,30|28","['02', '06', '19', '23', '26', '29', '30']",['28']
10109,2010-09-17 21:30:00,"04,08,10,14,23,24,30|20","['04', '08', '10', '14', '23', '24', '30']",['20']
10108,2010-09-15 21:30:00,"04,08,12,17,20,21,26|18","['04', '08', '12', '17', '20', '21', '26']",['18']
10107,2010-09-13 21:30:00,"04,06,15,21,25,28,29|01","['04', '06', '15', '21', '25', '28', '29']",['01']
10106,2010-09-10 21:30:00,"09,11,17,23,24,25,27|02","['09', '11', '17', '23', '24', '25', '27']",['02']
10105,2010-09-08 21:30:00,"03,10,11,12,13,20,30|09","['03', '10', '11', '12', '13', '20', '30']",['09']
10104,2010-09-06 21:30:00,"05,06,13,15,20,23,24|04","['05', '06', '13', '15', '20', '23', '24']",['04']
10103,2010-09-03 21:30:00,"05,11,12,20,22,24,29|02","['05', '11', '12', '20', '22', '24', '29']",['02']
10102,2010-09-01 21:30:00,"01,02,07,08,22,24,27|10","['01', '02', '07', '08', '22', '24', '27']",['10']
10101,2010-08-30 21:30:00,"01,07,11,13,20,24,28|18","['01', '07', '11', '13', '20', '24', '28']",['18']
10100,2010-08-27 21:30:00,"02,05,12,16,22,26,29|01","['02', '05', '12', '16', '22', '26', '29']",['01']
10099,2010-08-25 21:30:00,"02,03,07,09,13,23,26|10","['02', '03', '07', '09', '13', '23', '26']",['10']
10098,2010-08-23 21:30:00,"01,08,13,14,21,25,29|22","['01', '08', '13', '14', '21', '25', '29']",['22']
10097,2010-08-20 21:30:00,"03,12,13,15,19,26,30|22","['03', '12', '13', '15', '19', '26', '30']",['22']
10096,2010-08-18 21:30:00,"05,08,11,13,17,22,30|25","['05', '08', '11', '13', '17', '22', '30']",['25']
10095,2010-08-16 21:30:00,"01,03,05,14,20,23,24|10","['01', '03', '05', '14', '20', '23', '24']",['10']
10094,2010-08-13 21:30:00,"02,07,10,13,27,28,30|25","['02', '07', '10', '13', '27', '28', '30']",['25']
10093,2010-08-11 21:30:00,"08,10,11,16,21,27,29|26","['08', '10', '11', '16', '21', '27', '29']",['26']
10092,2010-08-09 21:30:00,"11,12,14,19,25,27,28|24","['11', '12', '14', '19', '25', '27', '28']",['24']
10091,2010-08-06 21:30:00,"02,04,07,12,26,27,29|22","['02', '04', '07', '12', '26', '27', '29']",['22']
10090,2010-08-04 21:30:00,"04,10,13,17,20,23,27|01","['04', '10', '13', '17', '20', '23', '27']",['01']
10089,2010-08-02 21:30:00,"03,16,17,21,24,26,30|27","['03', '16', '17', '21', '24', '26', '30']",['27']
10088,2010-07-30 21:30:00,"04,05,09,11,12,22,28|21","['04', '05', '09', '11', '12', '22', '28']",['21']
10087,2010-07-28 21:30:00,"01,04,05,10,20,22,27|13","['01', '04', '05', '10', '20', '22', '27']",['13']
10086,2010-07-26 21:30:00,"02,03,04,07,15,18,26|08","['02', '03', '04', '07', '15', '18', '26']",['08']
10085,2010-07-23 21:30:00,"02,08,17,19,20,22,29|28","['02', '08', '17', '19', '20', '22', '29']",['28']
10084,2010-07-21 21:30:00,"01,06,10,13,14,15,22|05","['01', '06', '10', '13', '14', '15', '22']",['05']
10083,2010-07-19 21:30:00,"01,08,11,12,14,29,30|07","['01', '08', '11', '12', '14', '29', '30']",['07']
10082,2010-07-16 21:30:00,"03,07,11,14,17,24,26|25","['03', '07', '11', '14', '17', '24', '26']",['25']
10081,2010-07-14 21:30:00,"02,06,15,17,18,26,30|13","['02', '06', '15', '17', '18', '26', '30']",['13']
10080,2010-07-12 21:30:00,"06,14,19,24,26,27,29|23","['06', '14', '19', '24', '26', '27', '29']",['23']
10079,2010-07-09 21:30:00,"03,05,06,15,18,20,21|16","['03', '05', '06', '15', '18', '20', '21']",['16']
10078,2010-07-07 21:30:00,"02,05,10,21,22,27,30|11","['02', '05', '10', '21', '22', '27', '30']",['11']
10077,2010-07-05 21:30:00,"01,03,05,06,17,21,30|23","['01', '03', '05', '06', '17', '21', '30']",['23']
10076,2010-07-02 21:30:00,"06,11,12,14,16,18,26|04","['06', '11', '12', '14', '16', '18', '26']",['04']
10075,2010-06-30 21:30:00,"01,06,12,16,24,27,30|11","['01', '06', '12', '16', '24', '27', '30']",['11']
10074,2010-06-28 21:30:00,"03,04,10,13,17,27,30|11","['03', '04', '10', '13', '17', '27', '30']",['11']
10073,2010-06-25 21:30:00,"06,08,09,13,22,26,27|19","['06', '08', '09', '13', '22', '26', '27']",['19']
10072,2010-06-23 21:30:00,"02,14,15,16,21,25,26|24","['02', '14', '15', '16', '21', '25', '26']",['24']
10071,2010-06-21 21:30:00,"09,12,14,21,26,28,29|30","['09', '12', '14', '21', '26', '28', '29']",['30']
10070,2010-06-18 21:30:00,"07,12,17,22,25,26,30|15","['07', '12', '17', '22', '25', '26', '30']",['15']
10069,2010-06-16 21:30:00,"06,10,12,13,16,24,27|01","['06', '10', '12', '13', '16', '24', '27']",['01']
10068,2010-06-14 21:30:00,"03,04,10,13,19,26,29|12","['03', '04', '10', '13', '19', '26', '29']",['12']
10067,2010-06-11 21:30:00,"01,02,10,11,13,22,26|17","['01', '02', '10', '11', '13', '22', '26']",['17']
10066,2010-06-09 21:30:00,"02,05,11,20,25,26,29|12","['02', '05', '11', '20', '25', '26', '29']",['12']
10065,2010-06-07 21:30:00,"08,12,14,25,26,27,30|02","['08', '12', '14', '25', '26', '27', '30']",['02']
10064,2010-06-04 21:30:00,"04,06,09,10,12,23,25|24","['04', '06', '09', '10', '12', '23', '25']",['24']
10063,2010-06-02 21:30:00,"02,05,06,11,21,26,27|04","['02', '05', '06', '11', '21', '26', '27']",['04']
10062,2010-05-31 21:30:00,"01,05,10,22,25,26,28|21","['01', '05', '10', '22', '25', '26', '28']",['21']
10061,2010-05-28 21:30:00,"03,09,12,15,20,23,28|27","['03', '09', '12', '15', '20', '23', '28']",['27']
10060,2010-05-26 21:30:00,"01,09,14,17,18,27,28|15","['01', '09', '14', '17', '18', '27', '28']",['15']
10059,2010-05-24 21:30:00,"06,09,11,14,17,25,29|08","['06', '09', '11', '14', '17', '25', '29']",['08']
10058,2010-05-21 21:30:00,"05,07,09,18,20,26,29|01","['05', '07', '09', '18', '20', '26', '29']",['01']
10057,2010-05-19 21:30:00,"06,09,13,18,21,25,26|27","['06', '09', '13', '18', '21', '25', '26']",['27']
10056,2010-05-17 21:30:00,"06,09,12,15,22,23,30|11","['06', '09', '12', '15', '22', '23', '30']",['11']
10055,2010-05-14 21:30:00,"01,02,07,13,15,24,29|05","['01', '02', '07', '13', '15', '24', '29']",['05']
10054,2010-05-12 21:30:00,"01,03,05,08,20,22,23|30","['01', '03', '05', '08', '20', '22', '23']",['30']
10053,2010-05-10 21:30:00,"02,08,09,18,25,26,27|14","['02', '08', '09', '18', '25', '26', '27']",['14']
10052,2010-05-07 21:30:00,"05,08,09,11,12,15,28|02","['05', '08', '09', '11', '12', '15', '28']",['02']
10051,2010-05-05 21:30:00,"10,12,13,19,20,21,29|05","['10', '12', '13', '19', '20', '21', '29']",['05']
